Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
138,One Stop Equine Shop,2770.5184%,$3424471,Retail,Illinois,Chicago,8,http://www.inc.com/profile/one-stop-equine-shop,1
139,Spikeball,2753.6946%,$3164519,Consumer Products & Services,Illinois,,8,http://www.inc.com/profile/spikeball,1
140,Best Costume & Toy Deals,2734.1386%,$5425930,Retail,California,Los Angeles,8,http://www.inc.com/profile/best-costume-toy-deals,1
141,Morning Star Financial Services,2733.1395%,$44199555,Health,Minnesota,Minneapolis,22,http://www.inc.com/profile/morning-star-financial-services,3
142,Andy & Evan Industries,2717.8704%,$3298740,Consumer Products & Services,New York,New York City,8,http://www.inc.com/profile/andy-evan-industries,1
143,Showroom Logic,2711.4019%,$28883247,Advertising & Marketing,Florida,Miami,129,http://www.inc.com/profile/showroom-logic,2
144,XGILITY,2709.2012%,$3571506,IT Services,Virginia,"Washington, DC",25,http://www.inc.com/profile/xgility,1
145,Futurewave Systems,2700.1273%,$7700350,Human Resources,Georgia,Atlanta,208,http://www.inc.com/profile/futurewave-systems,2
146,inDinero,2685.5769%,$2897000,Software,California,San Francisco,100,http://www.inc.com/profile/indinero,1
147,Marathon Energy,2673.9329%,$32673684,Energy,New York,New York City,15,http://www.inc.com/profile/marathon-energy,1
148,LifeTree Manufacturing,2645.6572%,$5604765,Food & Beverage,Arizona,Phoenix,70,http://www.inc.com/profile/lifetree-manufacturing,1
149,Lancera,2633.8075%,$2925338,Software,Utah,"Provo-Orem, UT",120,http://www.inc.com/profile/lancera,1
150,Midroll Media,2615.8076%,$7903000,Media,California,Los Angeles,24,http://www.inc.com/profile/midroll-media,1
151,VISUAL BI,2609.6096%,$9023000,Business Products & Services,Texas,Dallas,126,http://www.inc.com/profile/visual-bi,1
152,MediaAlpha,2589.2143%,$85168653,Software,Washington,Seattle,20,http://www.inc.com/profile/mediaalpha,1
153,Alliance Family of Companies,2574.0571%,$13228293,Health,Texas,Dallas,135,http://www.inc.com/profile/alliance-family-of-companies,1
154,Zerbee Business Products,2550.0351%,$6336181,Retail,Minnesota,Minneapolis,6,http://www.inc.com/profile/zerbee-business-products,1
155,TrackR,2540.9896%,$2703000,Consumer Products & Services,California,"Santa Barbara-Santa Maria-Goleta, CA",11,http://www.inc.com/profile/trackr,1
156,Total Technology Solutions Group,2514.465%,$5572000,Business Products & Services,Illinois,Chicago,21,http://www.inc.com/profile/total-technology-solutions-group,2
157,180 South,2506.5072%,$3192450,Advertising & Marketing,New York,New York City,23,http://www.inc.com/profile/180-south,1
158,Krossover,2494.4697%,$4244267,Software,New York,New York City,75,http://www.inc.com/profile/krossover,1
159,IIT,2493.1913%,$26015466,IT Services,New York,New York City,75,http://www.inc.com/profile/iit,2
160,Touchsuite,2484.4961%,$26672000,Software,Florida,Miami,70,http://www.inc.com/profile/touchsuite,3
161,Lamps.com,2473.2411%,$3429693,Retail,Pennsylvania,Philadelphia,12,http://www.inc.com/profile/lampscom,1
162,AudioMicro,2463.1467%,$13419534,Media,California,Los Angeles,26,http://www.inc.com/profile/audiomicro,3
163,Transitions Commute Solutions,2455.366%,$2594412,Logistics & Transportation,Florida,"Orlando, FL",96,http://www.inc.com/profile/transitions-commute-solutions,1
164,PrescribeWellness,2453.2165%,$2692137,Health,California,Los Angeles,41,http://www.inc.com/profile/prescribewellness,1
165,MeritHall,2443.2508%,$5929462,Construction,Michigan,Detroit,210,http://www.inc.com/profile/merithall,1
166,Boyce Technologies,2442.4289%,$24953813,Manufacturing,New York,New York City,60,http://www.inc.com/profile/boyce-technologies,1
167,Boa Logistics,2440.3822%,$6502032,Logistics & Transportation,California,Los Angeles,12,http://www.inc.com/profile/boa-logistics,1
168,UrgentRx,2438.9826%,$3650600,Health,Colorado,"Denver-Aurora, CO",17,http://www.inc.com/profile/urgentrx,1
169,Ven Soft,2424.0041%,$4711508,IT Services,Virginia,"Washington, DC",69,http://www.inc.com/profile/ven-soft,2
170,Heartland Consulting,2404.9878%,$2761749,Government Services,Virginia,"Washington, DC",18,http://www.inc.com/profile/heartland-consulting,1
171,Midwest Corporate Credit,2389.9548%,$2863448,Financial Services,Illinois,Chicago,14,http://www.inc.com/profile/midwest-corporate-credit,1
172,BDE Ventures,2387.8212%,$4295696,Advertising & Marketing,California,Los Angeles,4,http://www.inc.com/profile/bde-ventures,1
173,TripShock,2386.5909%,$2448372,Travel & Hospitality,Florida,,8,http://www.inc.com/profile/tripshock,1
174,Visually,2383.9849%,$4943130,Advertising & Marketing,California,San Francisco,38,http://www.inc.com/profile/visually,1
175,Goviva,2377.6901%,$11654980,Consumer Products & Services,New York,New York City,16,http://www.inc.com/profile/goviva,1
176,Real Strategic,2373.4596%,$3856915,Software,Florida,Miami,22,http://www.inc.com/profile/real-strategic,1
177,CentralCloseout.com,2356.5942%,$4244700,Business Products & Services,Florida,Miami,12,http://www.inc.com/profile/centralcloseoutcom,1
178,Integrhythm,2339.4383%,$3846238,IT Services,Minnesota,Minneapolis,20,http://www.inc.com/profile/integrhythm,1
179,AIT Bioscience,2310.7097%,$5910819,Health,Indiana,"Indianapolis, IN",43,http://www.inc.com/profile/ait-bioscience,1
180,ISGF,2310.1607%,$5529921,IT Services,Florida,"Orlando, FL",91,http://www.inc.com/profile/isgf,1
181,The K Company Realty,2261.8538%,$5539492,Real Estate,Florida,Miami,6,http://www.inc.com/profile/the-k-company-realty,1
182,The Good Bean,2259.995%,$3962054,Food & Beverage,California,San Francisco,8,http://www.inc.com/profile/the-good-bean,1
183,Pontchartrain Partners,2255.4667%,$24960127,Government Services,Louisiana,"New Orleans-Metairie-Kenner, LA",79,http://www.inc.com/profile/pontchartrain-partners,2
184,Optimatic Media,2253.7956%,$78702121,Advertising & Marketing,New York,New York City,40,http://www.inc.com/profile/optimatic-media,3
185,BurgerFi,2249.4724%,$66402199,Food & Beverage,Florida,Miami,300,http://www.inc.com/profile/burgerfi,1
186,Centerspan,2242.9385%,$3868168,Health,New York,New York City,24,http://www.inc.com/profile/centerspan,1
187,CDI Southeast,2233.1443%,$27992855,IT Services,North Carolina,Charlotte,28,http://www.inc.com/profile/cdi-southeast,1
188,iTexico,2231.1499%,$4184927,IT Services,Texas,Austin,111,http://www.inc.com/profile/itexico,1
189,American Retirement Advisors,2228.851%,$22027297,Financial Services,Arizona,Phoenix,10,http://www.inc.com/profile/american-retirement-advisors,2
190,Fatbeam,2196.5197%,$2346469,Telecommunications,Idaho,"Coeur d'Alene, ID",9,http://www.inc.com/profile/fatbeam,1
191,Global Dimensions,2160.6677%,$8086612,Government Services,Virginia,"Washington, DC",88,http://www.inc.com/profile/global-dimensions,1
192,ZestFinance,2159.0607%,$51042732,Financial Services,California,Los Angeles,80,http://www.inc.com/profile/zestfinance,1
193,Zero Energy,2146.4482%,$13649172,Energy,California,Los Angeles,123,http://www.inc.com/profile/zero-energy,1
194,Social123,2143.6764%,$2468044,Software,Georgia,Atlanta,18,http://www.inc.com/profile/social123,1
195,RPM Freight Systems,2136.7285%,$15510527,Logistics & Transportation,Michigan,Detroit,40,http://www.inc.com/profile/rpm-freight-systems,2
196,Fraud Posse,2131.0753%,$2516296,Software,Arizona,Phoenix,5,http://www.inc.com/profile/fraud-posse,1
197,CTEMS,2120.9713%,$10061000,Manufacturing,California,San Jose,129,http://www.inc.com/profile/ctems,1
198,Healthcare IT Leaders,2119.5203%,$41712822,Health,Georgia,Atlanta,100,http://www.inc.com/profile/healthcare-it-leaders,1
199,Iotum,2097.5709%,$5428000,Telecommunications,California,Los Angeles,29,http://www.inc.com/profile/iotum,1
200,Kaspar Texas Traditions,2094.5408%,$154730091,Financial Services,Texas,,23,http://www.inc.com/profile/kaspar-texas-traditions,1
201,X5 Networks,2085.2857%,$2290835,IT Services,Delaware,Philadelphia,4,http://www.inc.com/profile/x5-networks,2
202,ProjectSpan Services,2073.9235%,$28698181,Government Services,New York,New York City,15,http://www.inc.com/profile/projectspan-services,1
203,Runa,2068.2004%,$4557167,Food & Beverage,New York,New York City,26,http://www.inc.com/profile/runa,1
204,Local Counsel Collective,2067.1518%,$2437504,Business Products & Services,Colorado,"Greeley, CO",12,http://www.inc.com/profile/local-counsel-collective,1
205,RxWiki,2065.461%,$2391795,Health,Texas,Austin,44,http://www.inc.com/profile/rxwiki,1
206,Anchor Consultants,2045.2793%,$35678848,Business Products & Services,New Jersey,New York City,350,http://www.inc.com/profile/anchor-consultants,1
207,Potomac Healthcare Solutions,2045.2153%,$9691096,Health,Virginia,"Washington, DC",107,http://www.inc.com/profile/potomac-healthcare-solutions,1
208,Ronnie Coleman Signature Series,2042.618%,$10446891,Health,Florida,Miami,19,http://www.inc.com/profile/ronnie-coleman-signature-series,1
209,Leads On Demand,2031.609%,$3437859,Advertising & Marketing,Florida,"Orlando, FL",40,http://www.inc.com/profile/leads-on-demand,2
210,NinthDecimal,2028.3743%,$15163156,Advertising & Marketing,California,San Francisco,80,http://www.inc.com/profile/ninthdecimal,1
211,ginnybakes,2027.015%,$2100640,Food & Beverage,Florida,Miami,32,http://www.inc.com/profile/ginnybakes,1
212,Yext,2026.0133%,$57700000,Software,New York,New York City,308,http://www.inc.com/profile/yext,2
213,Recovery Brands,2024.3213%,$10466276,Advertising & Marketing,California,San Diego,29,http://www.inc.com/profile/recovery-brands,1
214,Edifice Solutions,2023.5113%,$22924642,Government Services,Maryland,"Washington, DC",80,http://www.inc.com/profile/edifice-solutions,1
215,United Installs,2020.3413%,$2565613,Construction,Kentucky,Cincinnati,17,http://www.inc.com/profile/united-installs,1
216,Biodesix,2019.3221%,$7654928,Health,Colorado,"Boulder, CO",113,http://www.inc.com/profile/biodesix,1
217,AdKarma,2016.8519%,$45197562,Advertising & Marketing,Missouri,"Columbia, MO",76,http://www.inc.com/profile/adkarma,2
218,Nutrition Pit Supplement Store,2016.4979%,$3608502,Health,West Virginia,"Parkersburg-Marietta-Vienna, WV-OH",18,http://www.inc.com/profile/nutrition-pit-supplement-store,1
219,Main Street Hub,1996.1342%,$16546171,Advertising & Marketing,Texas,Austin,444,http://www.inc.com/profile/main-street-hub,2
220,LeadPages,1991.2308%,$8377638,IT Services,Minnesota,Minneapolis,137,http://www.inc.com/profile/leadpages,1
221,Oxford Government Consulting,1981.9884%,$7488496,Government Services,Maryland,Baltimore,95,http://www.inc.com/profile/oxford-government-consulting,1
222,Pace Solutions,1978.4982%,$4390204,IT Services,Missouri,"St. Louis, MO-IL",53,http://www.inc.com/profile/pace-solutions,1
223,Optamark,1974.1486%,$2903808,Business Products & Services,Massachusetts,"Providence-New Bedford-Fall River, RI-MA",17,http://www.inc.com/profile/optamark,1
224,Noribachi,1972.8993%,$22869987,Manufacturing,California,Los Angeles,69,http://www.inc.com/profile/noribachi,2
225,Net2Vault,1965.0945%,$2701061,IT Services,Oregon,"Portland, OR",8,http://www.inc.com/profile/net2vault,1
226,Think Tech Labs,1953.6431%,$9857487,Software,Texas,Austin,45,http://www.inc.com/profile/think-tech-labs,2
227,ClickDimensions,1939.9086%,$10805355,Software,Georgia,Atlanta,112,http://www.inc.com/profile/clickdimensions,1
228,Mainstreet,1924.4282%,$175181464,Real Estate,Indiana,"Indianapolis, IN",80,http://www.inc.com/profile/mainstreet,5
229,Environmental Construction Services,1906.7319%,$7340525,Construction,Pennsylvania,Philadelphia,40,http://www.inc.com/profile/environmental-construction-services,1
230,Valsatech Corp,1904.7613%,$2013041,IT Services,Virginia,"Washington, DC",15,http://www.inc.com/profile/valsatech-corp,1
231,Capital Consulting Services,1903.6171%,$2110450,Business Products & Services,Missouri,"St. Louis, MO-IL",5,http://www.inc.com/profile/capital-consulting-services,1
232,Curve Commercial Services,1896.4885%,$57817969,Logistics & Transportation,Florida,Miami,7,http://www.inc.com/profile/curve-commercial-services,1
233,Xcaliber Solutions,1886.8827%,$2058033,Business Products & Services,California,Los Angeles,6,http://www.inc.com/profile/xcaliber-solutions,1
234,Nexus Global Business Solutions,1881.1495%,$11647495,Business Products & Services,North Carolina,"Raleigh-Cary, NC",75,http://www.inc.com/profile/nexus-global-business-solutions,1
235,Welltok,1875.6541%,$10095000,Health,Colorado,"Denver-Aurora, CO",210,http://www.inc.com/profile/welltok,1
236,C&H Financial Services,1871.0667%,$3699298,Financial Services,Illinois,Chicago,12,http://www.inc.com/profile/ch-financial-services,1
237,Outdoor Tech,1869.028%,$8349998,Consumer Products & Services,California,Los Angeles,20,http://www.inc.com/profile/outdoor-tech,2
238,360 Payment Solutions,1864.7864%,$2523945,Financial Services,California,San Jose,22,http://www.inc.com/profile/360-payment-solutions,1
239,Tower Paddle Boards,1852.504%,$5025960,Consumer Products & Services,California,San Diego,7,http://www.inc.com/profile/tower-paddle-boards,1
240,Southern Green Builders,1845.6636%,$6671953,Construction,Texas,Houston,9,http://www.inc.com/profile/southern-green-builders,2
241,Syntactx,1843.7929%,$12603553,Health,New York,New York City,44,http://www.inc.com/profile/syntactx,1
242,Envyus Media,1841.0842%,$5305449,Advertising & Marketing,Kansas,"Wichita, KS",4,http://www.inc.com/profile/envyus-media,1
243,Meteorix,1829.7052%,$25530000,IT Services,Massachusetts,Boston,215,http://www.inc.com/profile/meteorix,1
244,FranchiseHelp,1816.9881%,$2024742,Business Products & Services,New York,New York City,8,http://www.inc.com/profile/franchisehelp,1
245,SPACE/CRAFT Worldwide,1802.4411%,$20225917,Business Products & Services,New York,New York City,100,http://www.inc.com/profile/spacecraft-worldwide,1
246,Auric Solar,1799.8222%,$13623245,Energy,Utah,Salt Lake City,27,http://www.inc.com/profile/auric-solar,1
247,Rewined Candles,1799.4535%,$4448482,Consumer Products & Services,South Carolina,"Charleston-North Charleston, SC",59,http://www.inc.com/profile/rewined-candles,1
248,Nitro Mobile Solutions,1796.9883%,$2210200,Software,Florida,Tampa,26,http://www.inc.com/profile/nitro-mobile-solutions,1
249,cBEYONData,1779.972%,$5193667,Government Services,Virginia,"Washington, DC",27,http://www.inc.com/profile/cbeyondata,1
250,TITLE Boxing Club,1774.7161%,$46213645,Health,Kansas,"Kansas City, MO-KS",17,http://www.inc.com/profile/title-boxing-club,2
251,HomElectrical,1769.6293%,$2237965,Construction,Georgia,Atlanta,8,http://www.inc.com/profile/homelectrical,1
252,Progressive Dental Marketing,1764.1864%,$4414151,Advertising & Marketing,Florida,Tampa,34,http://www.inc.com/profile/progressive-dental-marketing,2
253,TruScribe,1763.9098%,$2427146,Business Products & Services,Wisconsin,"Madison, WI",23,http://www.inc.com/profile/truscribe,1
254,Santec Resources,1761.7037%,$2010640,IT Services,Ohio,"Columbus, OH",12,http://www.inc.com/profile/santec-resources,1
255,TENICA and Associates,1754.5777%,$6225465,Government Services,Virginia,"Washington, DC",84,http://www.inc.com/profile/tenica-and-associates,1
256,Favor TechConsulting,1753.8257%,$11820771,IT Services,Virginia,"Washington, DC",49,http://www.inc.com/profile/favor-techconsulting,1
257,Pipeliner CRM,1750.1198%,$4615864,Software,California,Los Angeles,68,http://www.inc.com/profile/pipeliner-crm,1
258,Tipsy Elves,1742.4216%,$6486927,Retail,California,San Diego,8,http://www.inc.com/profile/tipsy-elves,1
259,Insureon,1742.1538%,$17692948,Insurance,Illinois,Chicago,150,http://www.inc.com/profile/insureon,2
260,My Home Group Real Estate,1736.148%,$2754222,Real Estate,Arizona,Phoenix,389,http://www.inc.com/profile/my-home-group-real-estate,1
261,CarrierDirect,1728.4998%,$2338889,Logistics & Transportation,Illinois,Chicago,13,http://www.inc.com/profile/carrierdirect,1
262,Adzerk,1726.4407%,$2122872,Software,North Carolina,"Durham, NC",17,http://www.inc.com/profile/adzerk,1
263,Elevated.com,1723.4366%,$3838334,Advertising & Marketing,California,San Diego,22,http://www.inc.com/profile/elevatedcom,1
264,SeatGeek,1718.6552%,$27486137,Consumer Products & Services,New York,New York City,80,http://www.inc.com/profile/seatgeek,2
265,HigherVisibility,1710.1092%,$3809230,Advertising & Marketing,Tennessee,"Memphis, TN-MS-AR",30,http://www.inc.com/profile/highervisibility,1
266,Savage Race,1708.973%,$3776195,Health,Florida,"Orlando, FL",22,http://www.inc.com/profile/savage-race,1
267,NanoLumens,1692.1471%,$18029000,Manufacturing,Georgia,Atlanta,90,http://www.inc.com/profile/nanolumens,1
268,Birdsey Group,1689.457%,$8050409,Real Estate,Georgia,Atlanta,42,http://www.inc.com/profile/birdsey-group,1
269,Patagonia Health,1686.9183%,$3194867,Health,North Carolina,"Durham, NC",21,http://www.inc.com/profile/patagonia-health,1
270,Lurong Living,1684.1821%,$2245072,Health,Delaware,"Seaford, DE",2,http://www.inc.com/profile/lurong-living,1
271,The RSR Company,1681.7704%,$13243632,Government Services,Virginia,"Washington, DC",60,http://www.inc.com/profile/the-rsr-company,2
272,Early Upgrade,1676.6418%,$27989463,Consumer Products & Services,Florida,"Jacksonville, FL",1,http://www.inc.com/profile/early-upgrade,2
273,Sky Zone,1673.9908%,$24398369,Consumer Products & Services,California,Los Angeles,650,http://www.inc.com/profile/sky-zone,5
274,Localytics,1673.9382%,$9189000,Software,Massachusetts,Boston,250,http://www.inc.com/profile/localytics,1
275,AllianceIT,1670.0741%,$6434414,IT Services,California,San Francisco,48,http://www.inc.com/profile/allianceit,1
276,Team SI,1670.0688%,$5249847,Advertising & Marketing,Arkansas,"Little Rock-North Little Rock-Conway, AR",55,http://www.inc.com/profile/team-si,1
277,Patriot National,1668.0089%,$117263599,Insurance,Florida,Miami,767,http://www.inc.com/profile/patriot-national,3
278,CS Recruiting,1666.5959%,$2063384,Human Resources,Illinois,Chicago,15,http://www.inc.com/profile/cs-recruiting,1
279,Professional Realty Services,1661.1745%,$2418621,Real Estate,Washington,"Spokane, WA",176,http://www.inc.com/profile/professional-realty-services,1
280,Multifamily Utility Company,1652.4641%,$9161812,Real Estate,California,San Diego,38,http://www.inc.com/profile/multifamily-utility-company,2
281,Mesh Systems,1645.3634%,$7174997,Software,Indiana,"Indianapolis, IN",14,http://www.inc.com/profile/mesh-systems,2
282,MyJobHelper.com,1639.8728%,$5173651,Business Products & Services,New York,New York City,9,http://www.inc.com/profile/myjobhelpercom,1
283,Scripted,1637.7582%,$2507307,Business Products & Services,California,San Francisco,34,http://www.inc.com/profile/scripted,1
284,LiveHelpNow,1634.8897%,$2141756,Software,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",10,http://www.inc.com/profile/livehelpnow,1
285,LiveFree Emergency Response,1622.1788%,$3936763,Health,Idaho,"Pocatello, ID",23,http://www.inc.com/profile/livefree-emergency-response,1
286,Americord Registry,1615.8838%,$2559275,Health,New York,New York City,6,http://www.inc.com/profile/americord-registry,1
287,Peel,1607.3529%,$3483000,Consumer Products & Services,California,San Jose,71,http://www.inc.com/profile/peel,1
288,The Doctor's Choice,1596.6907%,$3640250,Health,California,Los Angeles,50,http://www.inc.com/profile/the-doctors-choice,2
289,Principal Service Solutions,1580.3959%,$12130106,Human Resources,California,"Modesto, CA",205,http://www.inc.com/profile/principal-service-solutions,1
290,Forshay,1567.1382%,$2881765,Human Resources,California,San Francisco,12,http://www.inc.com/profile/forshay,1
291,Appeagle,1565.6055%,$2626460,Software,New Jersey,New York City,25,http://www.inc.com/profile/appeagle,1
292,Zerouv,1558.3823%,$4695129,Retail,California,Los Angeles,24,http://www.inc.com/profile/zerouv,1
293,Craftsy,1552.676%,$38550718,Consumer Products & Services,Colorado,"Denver-Aurora, CO",221,http://www.inc.com/profile/craftsy,1
294,The FDA Group,1552.2166%,$3808541,Health,Massachusetts,"Worcester, MA",5,http://www.inc.com/profile/the-fda-group,1
295,Capture Education,1551.7449%,$2118462,Education,Ohio,"Columbus, OH",16,http://www.inc.com/profile/capture-education,1
296,Splash and Dash for Dogs International,1550.1185%,$2409371,Retail,Florida,Tampa,32,http://www.inc.com/profile/splash-and-dash-for-dogs-international,2
297,CETA,1535.8495%,$2901310,Health,Illinois,Chicago,11,http://www.inc.com/profile/ceta,1
298,Midwest Salt,1534.5202%,$17603783,Business Products & Services,Illinois,Chicago,14,http://www.inc.com/profile/midwest-salt,1
299,Inserso,1532.5624%,$17648000,Government Services,Virginia,"Washington, DC",220,http://www.inc.com/profile/inserso,6
300,Nationwide Real Estate Executives,1529.435%,$5681677,Real Estate,California,Los Angeles,353,http://www.inc.com/profile/nationwide-real-estate-executives,1
301,Pivotal Systems,1522.0279%,$3658776,Engineering,California,San Francisco,25,http://www.inc.com/profile/pivotal-systems,1
302,Minute Key,1520.3033%,$23255079,Consumer Products & Services,Colorado,"Boulder, CO",151,http://www.inc.com/profile/minute-key,2
303,The Loken Group,1520.1102%,$137795134,Real Estate,Texas,Houston,31,http://www.inc.com/profile/the-loken-group,1
304,Digital Imports,1518.781%,$7834900,Business Products & Services,Illinois,Chicago,25,http://www.inc.com/profile/digital-imports,1
305,MES,1514.6554%,$42548672,Logistics & Transportation,Ohio,"Columbus, OH",60,http://www.inc.com/profile/mes,4
306,Credibly,1514.3122%,$14603213,Financial Services,New York,New York City,66,http://www.inc.com/profile/credibly,2
307,Loyal Source Government Services,1507.0331%,$89582616,Government Services,Florida,"Orlando, FL",1877,http://www.inc.com/profile/loyal-source-government-services,2
308,SmartyPants Vitamins,1503.3545%,$4864337,Health,California,Los Angeles,25,http://www.inc.com/profile/smartypants-vitamins,1
309,Treeium,1501.1071%,$24370451,Construction,California,Los Angeles,25,http://www.inc.com/profile/treeium,1
310,USA Staffing Services,1494.1557%,$3331339,Business Products & Services,Florida,Tampa,76,http://www.inc.com/profile/usa-staffing-services,1
311,Modernizing Medicine,1492.3003%,$30462823,Health,Florida,Miami,215,http://www.inc.com/profile/modernizing-medicine,1
312,Mark Fisher Fitness,1487.3186%,$3302845,Health,New York,New York City,33,http://www.inc.com/profile/mark-fisher-fitness,1
313,Hydro Flask,1487.0963%,$35574764,Consumer Products & Services,Oregon,"Bend, OR",50,http://www.inc.com/profile/hydro-flask,2
314,Side By Side Stuff,1486.8469%,$6787944,Retail,Missouri,"Kansas City, MO-KS",15,http://www.inc.com/profile/side-by-side-stuff,1
315,My Marketing Solutions,1480.8457%,$2161269,Advertising & Marketing,Massachusetts,Boston,6,http://www.inc.com/profile/my-marketing-solutions,1
316,Falcon Consulting Group,1474.6715%,$11921791,Health,Illinois,Chicago,76,http://www.inc.com/profile/falcon-consulting-group,1
317,Marmoset,1470.0857%,$3617399,Media,Oregon,"Portland, OR",25,http://www.inc.com/profile/marmoset,1
318,Lumber One Services,1465.441%,$7614806,Construction,Arizona,Phoenix,6,http://www.inc.com/profile/lumber-one-services,2
319,ITility,1464.8119%,$22818822,Government Services,Virginia,"Washington, DC",115,http://www.inc.com/profile/itility,1
320,Tribal Tech,1460.868%,$7543285,Government Services,Virginia,"Washington, DC",45,http://www.inc.com/profile/tribal-tech,2
321,365 Retail Markets,1459.0546%,$16629796,Business Products & Services,Michigan,Detroit,66,http://www.inc.com/profile/365-retail-markets,1
322,Blue Canyon Technologies,1458.775%,$3464284,Engineering,Colorado,"Boulder, CO",17,http://www.inc.com/profile/blue-canyon-technologies,1
323,CSG Actuarial,1456.1339%,$2891110,Insurance,Nebraska,"Omaha-Council Bluffs, NE-IA",18,http://www.inc.com/profile/csg-actuarial,1
324,GuideSpark,1443.3483%,$10325000,Software,California,San Francisco,275,http://www.inc.com/profile/guidespark,2
325,Spotswood Consulting,1439.4847%,$2281270,IT Services,California,Los Angeles,50,http://www.inc.com/profile/spotswood-consulting,1
326,BELL INFO SOLUTIONS,1437.2385%,$5705599,IT Services,Virginia,"Washington, DC",115,http://www.inc.com/profile/bell-info-solutions,1
327,Artisan Infrastructure,1433.2569%,$13370000,IT Services,Texas,Austin,100,http://www.inc.com/profile/artisan-infrastructure,1
328,Federal Employee Benefit Counselors,1428.7254%,$2913078,Financial Services,Georgia,Atlanta,15,http://www.inc.com/profile/federal-employee-benefit-counselors,1
329,CoverMyMeds,1427.0178%,$47529850,Health,Ohio,"Akron, OH",142,http://www.inc.com/profile/covermymeds,3
330,"Re:think (Ramsey, NJ)",1423.5915%,$11309620,Advertising & Marketing,New Jersey,New York City,28,http://www.inc.com/profile/rethink-ramsey-nj,3
331,ipDatatel,1415.0519%,$9513344,Security,Texas,Houston,33,http://www.inc.com/profile/ipdatatel,2
332,LeadingAgile,1409.6876%,$8127071,Business Products & Services,Georgia,Atlanta,44,http://www.inc.com/profile/leadingagile,1
333,hCentive,1406.8492%,$35566869,Health,Virginia,"Washington, DC",738,http://www.inc.com/profile/hcentive,2
334,ScaleMatrix,1401.7075%,$11725813,IT Services,California,San Diego,65,http://www.inc.com/profile/scalematrix,1
335,PureCars,1400.7381%,$21279070,Advertising & Marketing,South Carolina,"Charleston-North Charleston, SC",130,http://www.inc.com/profile/purecars,2
336,Makeup Geek,1395.9994%,$9591735,Consumer Products & Services,Michigan,"Jackson, MI",19,http://www.inc.com/profile/makeup-geek,2
337,Clean Energy Experts,1393.5687%,$13938491,Advertising & Marketing,California,Los Angeles,77,http://www.inc.com/profile/clean-energy-experts,2
338,Pluralsight,1392.0042%,$63967068,Education,Utah,"Ogden-Clearfield, UT",371,http://www.inc.com/profile/pluralsight,3
339,Plug Smart,1391.407%,$13383514,Energy,Ohio,"Columbus, OH",25,http://www.inc.com/profile/plug-smart,3
340,A Square Group,1385.7053%,$4761537,IT Services,Maryland,"Washington, DC",34,http://www.inc.com/profile/a-square-group,1
341,Vighter Medical Group,1382.3538%,$2738026,Government Services,Minnesota,"Winona, MN",50,http://www.inc.com/profile/vighter-medical-group,1
342,Urban Fresh Cosmetics,1376.2991%,$3100863,Retail,New Mexico,"Albuquerque, NM",4,http://www.inc.com/profile/urban-fresh-cosmetics,2
343,TNH Advanced Specialty Pharmacy,1371.8192%,$239317656,Health,California,Los Angeles,78,http://www.inc.com/profile/tnh-advanced-specialty-pharmacy,3
344,VMTurbo,1366.9366%,$25114482,Software,Massachusetts,Boston,439,http://www.inc.com/profile/vmturbo,1
345,Nekter Juice Bar,1362.0535%,$21300775,Food & Beverage,California,Los Angeles,597,http://www.inc.com/profile/nekter-juice-bar,1
346,Print.Save.Repeat.,1354.5067%,$2813365,Business Products & Services,Arizona,Phoenix,15,http://www.inc.com/profile/printsaverepeat,1
347,Nudge,1352.4121%,$273583345,Real Estate,Utah,"Provo-Orem, UT",668,http://www.inc.com/profile/nudge,1
348,CardCash.com,1349.4735%,$94700948,Consumer Products & Services,New Jersey,New York City,120,http://www.inc.com/profile/cardcashcom,4
349,Residential Bancorp,1349.3531%,$21859143,Financial Services,Ohio,"Canton-Massillon, OH",217,http://www.inc.com/profile/residential-bancorp,1
350,Utopian Luxury Vacation Homes,1341.3075%,$5018402,Travel & Hospitality,Utah,Salt Lake City,12,http://www.inc.com/profile/utopian-luxury-vacation-homes,1
351,Bowlmor-AMF,1338.5454%,$561210948,Food & Beverage,New York,New York City,9000,http://www.inc.com/profile/bowlmor-amf,2
352,Response Team 1,1338.5362%,$173475267,Construction,Illinois,Chicago,615,http://www.inc.com/profile/response-team-1,2
353,UnifyCloud,1338.1994%,$2544031,IT Services,Washington,Seattle,48,http://www.inc.com/profile/unifycloud,1
354,Weisser Distributing,1335.825%,$14605700,Business Products & Services,South Dakota,"Sioux Falls, SD",44,http://www.inc.com/profile/weisser-distributing,1
355,MICHAEL GRANT AND COMPANY,1333.7889%,$3226025,Business Products & Services,South Carolina,"Charleston-North Charleston, SC",7,http://www.inc.com/profile/michael-grant-and-company,1
356,Mattress HQ,1328.2253%,$3424113,Retail,Texas,Dallas,15,http://www.inc.com/profile/mattress-hq,1
357,DrChrono,1310.9669%,$5209967,Health,California,San Jose,46,http://www.inc.com/profile/drchrono,2
358,Wellness IQ,1308.3337%,$2427249,Health,Ohio,Cleveland,295,http://www.inc.com/profile/wellness-iq,1
